2020-04-12 23:18:00
COUNTY	CASES	DEATHS	RECOVERED
Union-Iowa	1	0	0
Van Buren-Iowa	6	0	0
Wapello-Iowa	4	0	0
Warren-Iowa	16	0	0
Washington-Iowa	81	4	0
Wayne-Iowa	0	0	0
Webster-Iowa	2	0	0
Winnebago-Iowa	2	0	0
Winneshiek-Iowa	5	0	0
Woodbury-Iowa	18	0	0
Worth-Iowa	1	0	0
Wright-Iowa	1	0	0
Allen-Kansas	0	0	0
Anderson-Kansas	1	0	0
Atchison-Kansas	3	0	0
Barber-Kansas	1	0	0
Barton-Kansas	4	0	0
Bourbon-Kansas	7	1	0
Brown-Kansas	0	0	0
Butler-Kansas	8	0	0
Chase-Kansas	0	0	0
Chautauqua-Kansas	3	0	0
Cherokee-Kansas	6	0	0
Cheyenne-Kansas	0	0	0
Clark-Kansas	0	0	0
Clay-Kansas	1	0	0
Cloud-Kansas	3	0	0
Coffey-Kansas	38	1	0
Comanche-Kansas	0	0	0
Cowley-Kansas	1	1	0
Crawford-Kansas	6	1	0
Decatur-Kansas	0	0	0
Dickinson-Kansas	0	0	0
Doniphan-Kansas	1	0	0
Douglas-Kansas	39	0	0
Edwards-Kansas	0	0	0
Elk-Kansas	0	0	0
Ellis-Kansas	1	0	0
Ellsworth-Kansas	0	0	0
Finney-Kansas	15	0	0
Ford-Kansas	13	0	0
Franklin-Kansas	12	0	0
Geary-Kansas	5	0	0
Gove-Kansas	1	0	0
Graham-Kansas	0	0	0
Grant-Kansas	0	0	0
Gray-Kansas	0	0	0
Greeley-Kansas	0	0	0
Greenwood-Kansas	1	0	0
Hamilton-Kansas	1	0	0
Harper-Kansas	0	0	0
Harvey-Kansas	4	0	0
Haskell-Kansas	0	0	0
Hodgeman-Kansas	0	0	0
Jackson-Kansas	1	0	0
Jefferson-Kansas	5	0	0
Jewell-Kansas	3	0	0
Johnson-Kansas	304	14	0
Kearny-Kansas	1	0	0
Kingman-Kansas	0	0	0
Kiowa-Kansas	0	0	0
Labette-Kansas	18	0	0
Lane-Kansas	0	0	0
Leavenworth-Kansas	85	1	0
Lincoln-Kansas	0	0	0
Linn-Kansas	5	0	0
Logan-Kansas	0	0	0
Lyon-Kansas	27	0	0
McPherson-Kansas	13	0	0
Marion-Kansas	3	0	0
Marshall-Kansas	0	0	0
Meade-Kansas	0	0	0
Miami-Kansas	3	0	0
Mitchell-Kansas	2	0	0
Montgomery-Kansas	14	2	0
Morris-Kansas	2	0	0
Morton-Kansas	1	0	0
Nemaha-Kansas	0	0	0
Neosho-Kansas	2	0	0
Ness-Kansas	0	0	0
Norton-Kansas	0	0	0
Osage-Kansas	4	0	0
Osborne-Kansas	2	0	0
Ottawa-Kansas	3	0	0
Pawnee-Kansas	0	0	0
Phillips-Kansas	1	0	0
Pottawatomie-Kansas	5	0	0
Pratt-Kansas	1	0	0
Rawlins-Kansas	0	0	0
Reno-Kansas	11	0	0
Republic-Kansas	4	0	0
Rice-Kansas	0	0	0
Riley-Kansas	20	0	0
Rooks-Kansas	2	0	0
Rush-Kansas	0	0	0
Russell-Kansas	0	0	0
Saline-Kansas	9	1	0
Scott-Kansas	1	0	0
Sedgwick-Kansas	196	2	0
Seward-Kansas	5	0	0
Shawnee-Kansas	74	3	0
Sheridan-Kansas	0	0	0
Sherman-Kansas	0	0	0
Smith-Kansas	0	0	0
Stafford-Kansas	1	0	0
Stanton-Kansas	1	0	0
Stevens-Kansas	2	0	0
Sumner-Kansas	2	1	0
Thomas-Kansas	0	0	0
Trego-Kansas	0	0	0
Wabaunsee-Kansas	1	0	0
Wallace-Kansas	0	0	0
Washington-Kansas	0	0	0
Wichita-Kansas	0	0	0
Wilson-Kansas	0	0	0
Woodson-Kansas	3	0	0
Wyandotte-Kansas	332	24	0
Adair-Kentucky	11	0	0
Allen-Kentucky	4	0	0
Anderson-Kentucky	3	1	0
Ballard-Kentucky	1	0	0
Barren-Kentucky	5	0	0
Bath-Kentucky	2	0	0
Bell-Kentucky	0	0	0
Boone-Kentucky	48	1	0
Bourbon-Kentucky	4	1	0
Boyd-Kentucky	26	2	0
Boyle-Kentucky	13	0	0
Bracken-Kentucky	6	0	0
Breathitt-Kentucky	2	0	0
Breckinridge-Kentucky	3	0	0
Bullitt-Kentucky	27	2	0
Butler-Kentucky	11	0	0
Caldwell-Kentucky	10	0	0
Calloway-Kentucky	14	1	0
Campbell-Kentucky	47	3	0
Carlisle-Kentucky	0	0	0
Carroll-Kentucky	2	0	0
Carter-Kentucky	1	0	0
Casey-Kentucky	0	0	0
Christian-Kentucky	62	3	0
Clark-Kentucky	17	0	0
Clay-Kentucky	0	0	0
Clinton-Kentucky	3	0	0
Crittenden-Kentucky	3	0	0
Cumberland-Kentucky	3	0	0
Daviess-Kentucky	81	2	0
Edmonson-Kentucky	6	0	0
Elliott-Kentucky	0	0	0
Estill-Kentucky	0	0	0
Fayette-Kentucky	179	8	0
Fleming-Kentucky	1	0	0
Floyd-Kentucky	1	0	0
Franklin-Kentucky	10	0	0
Fulton-Kentucky	0	0	0
Gallatin-Kentucky	1	0	0
Garrard-Kentucky	0	0	0
Grant-Kentucky	13	1	0
Graves-Kentucky	9	0	0
Grayson-Kentucky	4	0	0
Green-Kentucky	2	0	0
Greenup-Kentucky	5	0	0
Hancock-Kentucky	2	0	0
Hardin-Kentucky	21	0	0
Harlan-Kentucky	0	0	0
Harrison-Kentucky	14	0	0
Hart-Kentucky	1	0	0
Henderson-Kentucky	29	0	0
Henry-Kentucky	4	0	0
Hickman-Kentucky	0	0	0
Hopkins-Kentucky	87	4	0
Jackson-Kentucky	5	0	0
Jefferson-Kentucky	495	26	0
Jessamine-Kentucky	26	0	0
Johnson-Kentucky	1	0	0
Kenton-Kentucky	91	8	0
Knott-Kentucky	1	0	0
Knox-Kentucky	1	0	0
Larue-Kentucky	3	0	0
Laurel-Kentucky	9	0	0
Lawrence-Kentucky	1	0	0
Lee-Kentucky	0	0	0
Leslie-Kentucky	1	0	0
Letcher-Kentucky	1	0	0
Lewis-Kentucky	2	0	0
Lincoln-Kentucky	1	0	0
Livingston-Kentucky	0	0	0
Logan-Kentucky	5	0	0
Lyon-Kentucky	12	0	0
McCracken-Kentucky	21	1	0
McCreary-Kentucky	8	0	0
McLean-Kentucky	7	1	0
Madison-Kentucky	18	1	0
Magoffin-Kentucky	0	0	0
Marion-Kentucky	11	0	0
Marshall-Kentucky	11	0	0
Martin-Kentucky	4	0	0
Mason-Kentucky	5	0	0
Meade-Kentucky	2	0	0
Menifee-Kentucky	3	0	0
Mercer-Kentucky	9	0	0
Metcalfe-Kentucky	0	0	0
Monroe-Kentucky	2	0	0
Montgomery-Kentucky	8	0	0
Morgan-Kentucky	0	0	0
Muhlenberg-Kentucky	28	0	0
Nelson-Kentucky	10	0	0
Nicholas-Kentucky	1	0	0
Ohio-Kentucky	8	0	0
Oldham-Kentucky	16	0	0
Owen-Kentucky	0	0	0
Owsley-Kentucky	0	0	0
Pendleton-Kentucky	3	0	0
Perry-Kentucky	3	0	0
Pike-Kentucky	4	0	0
Powell-Kentucky	2	0	0
Pulaski-Kentucky	33	1	0
Robertson-Kentucky	0	0	0
Rockcastle-Kentucky	8	0	0
Rowan-Kentucky	1	0	0
Russell-Kentucky	8	0	0
Scott-Kentucky	22	0	0
Shelby-Kentucky	18	0	0
Simpson-Kentucky	17	1	0
Spencer-Kentucky	6	0	0
Taylor-Kentucky	3	0	0
Todd-Kentucky	6	0	0
Trigg-Kentucky	0	0	0
Trimble-Kentucky	2	0	0
Union-Kentucky	5	0	0
Warren-Kentucky	49	0	0
Washington-Kentucky	3	0	0
Wayne-Kentucky	4	0	0
Webster-Kentucky	8	0	0
Whitley-Kentucky	4	0	0
Wolfe-Kentucky	0	0	0
Woodford-Kentucky	17	1	0
Acadia-Louisiana	99	5	0
Allen-Louisiana	73	7	0
Ascension-Louisiana	428	23	0
Assumption-Louisiana	116	1	0
Avoyelles-Louisiana	61	1	0
Beauregard-Louisiana	27	1	0
Bienville-Louisiana	33	1	0
Bossier-Louisiana	186	9	0
Caddo-Louisiana	1018	39	0
Calcasieu-Louisiana	259	12	0
Caldwell-Louisiana	18	0	0
Cameron-Louisiana	2	0	0
Catahoula-Louisiana	21	1	0
Claiborne-Louisiana	41	3	0
Concordia-Louisiana	18	1	0
De Soto-Louisiana	124	7	0
East Baton Rouge-Louisiana	1223	49	0
East Carroll-Louisiana	1	0	0
East Feliciana-Louisiana	71	2	0
Evangeline-Louisiana	36	0	0
Franklin-Louisiana	48	1	0
Grant-Louisiana	11	0	0
Iberia-Louisiana	136	5	0
Iberville-Louisiana	232	14	0
Jackson-Louisiana	8	0	0
Jefferson-Louisiana	4990	173	0
Jefferson Davis-Louisiana	44	3	0
Lafayette-Louisiana	354	13	0
Lafourche-Louisiana	468	13	0
La Salle-Louisiana	0	0	0
Lincoln-Louisiana	39	0	0
Livingston-Louisiana	120	1	0
Madison-Louisiana	2	0	0
Morehouse-Louisiana	31	2	0
Natchitoches-Louisiana	41	0	0
Orleans-Louisiana	5600	235	0
Ouachita-Louisiana	367	5	0
Plaquemines-Louisiana	137	10	0
Pointe Coupee-Louisiana	43	2	0
Rapides-Louisiana	165	5	0
Red River-Louisiana	11	2	0
Richland-Louisiana	19	0	0
Sabine-Louisiana	9	0	0
St Bernard-Louisiana	0	0	0
St Charles-Louisiana	0	0	0
St Helena-Louisiana	0	0	0
St James-Louisiana	0	0	0
St John the Baptist-Louisiana	0	0	0
St Landry-Louisiana	0	0	0
St Martin-Louisiana	0	0	0
St Mary-Louisiana	0	0	0
St Tammany-Louisiana	0	0	0
Tangipahoa-Louisiana	344	8	0
Tensas-Louisiana	1	0	0
Terrebonne-Louisiana	255	14	0
Union-Louisiana	47	3	0
Vermilion-Louisiana	26	1	0
Vernon-Louisiana	14	0	0
Washington-Louisiana	147	7	0
Webster-Louisiana	62	2	0
West Baton Rouge-Louisiana	68	9	0
West Carroll-Louisiana	4	0	0
West Feliciana-Louisiana	46	0	0
Winn-Louisiana	12	2	0
Androscoggin-Maine	28	0	0
Aroostook-Maine	2	0	0
Cumberland-Maine	292	12	0
Franklin-Maine	8	0	0
Hancock-Maine	5	0	0
Kennebec-Maine	32	1	0
Knox-Maine	10	0	0
Lincoln-Maine	9	0	0
Oxford-Maine	13	0	0
Penobscot-Maine	34	0	0
Piscataquis-Maine	0	0	0
Sagadahoc-Maine	15	1	0
Somerset-Maine	8	0	0
Waldo-Maine	29	2	0
Washington-Maine	1	0	0
York-Maine	144	3	0
Allegany-Maryland	13	0	0
Anne Arundel-Maryland	659	27	0
Baltimore-Maryland	1257	30	0
Calvert-Maryland	90	1	0
Caroline-Maryland	17	0	0
Carroll-Maryland	236	25	0
Cecil-Maryland	74	1	0
Charles-Maryland	253	9	0
Dorchester-Maryland	9	0	0
Frederick-Maryland	368	12	0
Garrett-Maryland	4	0	0
Harford-Maryland	129	1	0
Howard-Maryland	371	6	0
Kent-Maryland	11	0	0
Montgomery-Maryland	1631	42	0
Prince Georges-Maryland	0	0	0
Queen Annes-Maryland	0	0	0
St Marys-Maryland	0	0	0
Somerset-Maryland	4	0	0
Talbot-Maryland	14	1	0
Washington-Maryland	75	1	0
Wicomico-Maryland	42	1	0
Worcester-Maryland	20	0	0
Baltimore City-Maryland	812	24	0
Barnstable-Massachusetts	501	16	0
Berkshire-Massachusetts	350	20	0
Bristol-Massachusetts	1327	43	0
Dukes-Massachusetts	0	0	0
Essex-Massachusetts	3170	101	0
Franklin-Massachusetts	143	25	0
Hampden-Massachusetts	1647	102	0
Hampshire-Massachusetts	219	6	0
Middlesex-Massachusetts	5660	149	0
Nantucket-Massachusetts	0	0	0
Norfolk-Massachusetts	2649	91	0
Plymouth-Massachusetts	2024	55	0
Suffolk-Massachusetts	5359	86	0
Worcester-Massachusetts	2032	49	0
Alcona-Michigan	0	0	0
Alger-Michigan	0	0	0
Allegan-Michigan	21	0	0
Alpena-Michigan	1	0	0
Antrim-Michigan	8	0	0
Arenac-Michigan	5	0	0
Baraga-Michigan	0	0	0
Barry-Michigan	8	0	0
Bay-Michigan	54	2	0
Benzie-Michigan	0	0	0
Berrien-Michigan	104	4	0
Branch-Michigan	27	2	0
Calhoun-Michigan	74	1	0
Cass-Michigan	11	1	0
Charlevoix-Michigan	11	0	0
Cheboygan-Michigan	10	1	0
Chippewa-Michigan	0	0	0
Clare-Michigan	4	1	0
Clinton-Michigan	91	3	0
Crawford-Michigan	12	1	0
Delta-Michigan	9	1	0
Dickinson-Michigan	3	2	0
Eaton-Michigan	74	4	0
Emmet-Michigan	21	2	0
Genesee-Michigan	955	68	0
Gladwin-Michigan	4	0	0
Gogebic-Michigan	4	1	0
Grand Traverse-Michigan	17	3	0
Gratiot-Michigan	7	0	0
Hillsdale-Michigan	75	6	0
Houghton-Michigan	1	0	0
Huron-Michigan	6	0	0
Ingham-Michigan	250	3	0
Ionia-Michigan	14	2	0
Iosco-Michigan	4	1	0
Iron-Michigan	0	0	0
Isabella-Michigan	39	3	0
Jackson-Michigan	171	4	0
Kalamazoo-Michigan	84	7	0
Kalkaska-Michigan	13	2	0
Kent-Michigan	287	13	0
Keweenaw-Michigan	0	0	0
Lake-Michigan	1	0	0
Lapeer-Michigan	101	6	0
Leelanau-Michigan	4	0	0
Lenawee-Michigan	47	0	0
Livingston-Michigan	209	4	0
Luce-Michigan	1	0	0
Mackinac-Michigan	4	0	0
Macomb-Michigan	3254	217	0
Manistee-Michigan	10	0	0
Marquette-Michigan	22	4	0
Mason-Michigan	2	0	0
Mecosta-Michigan	11	1	0
Menominee-Michigan	1	0	0
Midland-Michigan	31	1	0
Missaukee-Michigan	1	1	0
Monroe-Michigan	183	6	0
Montcalm-Michigan	22	1	0
Montmorency-Michigan	0	0	0
Muskegon-Michigan	59	4	0
Newaygo-Michigan	6	0	0
Oakland-Michigan	4915	329	0
Oceana-Michigan	3	1	0
Ogemaw-Michigan	4	0	0
Ontonagon-Michigan	0	0	0
Osceola-Michigan	4	0	0
Oscoda-Michigan	4	0	0
Otsego-Michigan	33	2	0
Ottawa-Michigan	66	2	0
Presque Isle-Michigan	2	0	0
Roscommon-Michigan	9	0	0
Saginaw-Michigan	274	9	0
St Clair-Michigan	0	0	0
St Joseph-Michigan	0	0	0
Sanilac-Michigan	23	2	0
Schoolcraft-Michigan	2	0	0
Shiawassee-Michigan	54	1	0
Tuscola-Michigan	45	7	0
Van Buren-Michigan	21	1	0
Washtenaw-Michigan	716	18	0
Wayne-Michigan	11164	704	0
Wexford-Michigan	7	1	0
Aitkin-Minnesota	0	0	0
Anoka-Minnesota	68	0	0
Becker-Minnesota	2	0	0
Beltrami-Minnesota	5	0	0
Benton-Minnesota	1	0	0
Big Stone-Minnesota	1	0	0
Blue Earth-Minnesota	22	0	0
Brown-Minnesota	7	1	0
Carlton-Minnesota	25	0	0
Carver-Minnesota	13	0	0
Cass-Minnesota	4	0	0
Chippewa-Minnesota	0	0	0
Chisago-Minnesota	7	1	0
Clay-Minnesota	40	0	0
Clearwater-Minnesota	2	0	0
Cook-Minnesota	0	0	0
Cottonwood-Minnesota	6	0	0
Crow Wing-Minnesota	16	0	0
Dakota-Minnesota	95	4	0
Dodge-Minnesota	16	0	0
Douglas-Minnesota	1	0	0
Faribault-Minnesota	4	0	0
Fillmore-Minnesota	10	0	0
Freeborn-Minnesota	24	0	0
Goodhue-Minnesota	17	0	0
Grant-Minnesota	0	0	0
Hennepin-Minnesota	557	34	0
Houston-Minnesota	1	0	0
Hubbard-Minnesota	0	0	0
Isanti-Minnesota	4	0	0
Itasca-Minnesota	2	0	0
Jackson-Minnesota	1	0	0
Kanabec-Minnesota	0	0	0
Kandiyohi-Minnesota	2	0	0
Kittson-Minnesota	0	0	0
Koochiching-Minnesota	1	0	0
Lac qui Parle-Minnesota	1	0	0
Lake-Minnesota	0	0	0
Lake of the Woods-Minnesota	0	0	0
Le Sueur-Minnesota	21	0	0
Lincoln-Minnesota	2	0	0
Lyon-Minnesota	5	0	0
McLeod-Minnesota	2	0	0
Mahnomen-Minnesota	1	0	0
Marshall-Minnesota	0	0	0
Martin-Minnesota	38	4	0
Meeker-Minnesota	2	0	0
Mille Lacs-Minnesota	0	0	0
Morrison-Minnesota	0	0	0
Mower-Minnesota	25	0	0
Murray-Minnesota	1	0	0
Nicollet-Minnesota	6	1	0
Nobles-Minnesota	1	0	0
Norman-Minnesota	0	0	0
Olmsted-Minnesota	143	2	0
Otter Tail-Minnesota	4	0	0
Pennington-Minnesota	0	0	0
Pine-Minnesota	5	0	0
Pipestone-Minnesota	1	0	0
Polk-Minnesota	1	0	0
Pope-Minnesota	0	0	0
Ramsey-Minnesota	152	6	0
Red Lake-Minnesota	1	0	0
Redwood-Minnesota	1	0	0
Renville-Minnesota	3	0	0
Rice-Minnesota	4	0	0
Rock-Minnesota	2	0	0
Roseau-Minnesota	1	0	0
St Louis-Minnesota	0	0	0
Scott-Minnesota	20	1	0
Sherburne-Minnesota	9	0	0
Sibley-Minnesota	1	0	0
Stearns-Minnesota	7	0	0
Steele-Minnesota	9	0	0
Stevens-Minnesota	0	0	0
Swift-Minnesota	1	0	0
Todd-Minnesota	2	0	0
Traverse-Minnesota	2	0	0
Wabasha-Minnesota	6	0	0
Wadena-Minnesota	0	0	0
Waseca-Minnesota	3	0	0
Washington-Minnesota	80	3	0
Watonwan-Minnesota	4	0	0
Wilkin-Minnesota	7	1	0
Winona-Minnesota	30	6	0
Wright-Minnesota	17	1	0
Yellow Medicine-Minnesota	3	0	0
Adams-Mississippi	51	1	0
Alcorn-Mississippi	7	0	0
Amite-Mississippi	12	1	0
Attala-Mississippi	20	0	0
Benton-Mississippi	5	0	0
Bolivar-Mississippi	68	3	0
Calhoun-Mississippi	18	0	0
Carroll-Mississippi	7	0	0
Chickasaw-Mississippi	24	2	0
Choctaw-Mississippi	10	1	0
Claiborne-Mississippi	6	0	0
Clarke-Mississippi	13	1	0
Clay-Mississippi	18	0	0
Coahoma-Mississippi	38	1	0
Copiah-Mississippi	31	0	0
Covington-Mississippi	14	0	0
De Soto-Mississippi	0	0	0
Forrest-Mississippi	95	2	0
Franklin-Mississippi	10	0	0
George-Mississippi	7	0	0
Greene-Mississippi	2	0	0
Grenada-Mississippi	10	0	0
Hancock-Mississippi	40	5	0
Harrison-Mississippi	110	5	0
Hinds-Mississippi	247	2	0
Holmes-Mississippi	44	3	0
Humphreys-Mississippi	9	1	0
Issaquena-Mississippi	0	0	0
Itawamba-Mississippi	9	0	0
Jackson-Mississippi	140	5	0
Jasper-Mississippi	14	0	0
Jefferson-Mississippi	4	0	0
Jefferson Davis-Mississippi	5	0	0
Jones-Mississippi	33	0	0
Kemper-Mississippi	14	0	0
Lafayette-Mississippi	29	1	0
Lamar-Mississippi	32	1	0
Lauderdale-Mississippi	135	8	0
Lawrence-Mississippi	6	0	0
Leake-Mississippi	27	0	0
Lee-Mississippi	43	4	0
Leflore-Mississippi	45	4	0
Lincoln-Mississippi	46	4	0
Lowndes-Mississippi	24	0	0
Madison-Mississippi	103	2	0
Marion-Mississippi	21	0	0
Marshall-Mississippi	33	2	0
Monroe-Mississippi	36	2	0
Montgomery-Mississippi	14	1	0
Neshoba-Mississippi	31	0	0
Newton-Mississippi	10	0	0
Noxubee-Mississippi	6	0	0
Oktibbeha-Mississippi	37	1	0
Panola-Mississippi	22	2	0
Pearl River-Mississippi	83	7	0
Perry-Mississippi	18	1	0
Pike-Mississippi	54	1	0
Pontotoc-Mississippi	15	1	0
Prentiss-Mississippi	13	0	0
Quitman-Mississippi	12	0	0
Rankin-Mississippi	99	2	0
Scott-Mississippi	54	0	0
Sharkey-Mississippi	3	0	0
Simpson-Mississippi	7	0	0
Smith-Mississippi	24	1	0
Stone-Mississippi	10	0	0
Sunflower-Mississippi	35	1	0
Tallahatchie-Mississippi	3	0	0
Tate-Mississippi	24	0	0
Tippah-Mississippi	43	6	0
Tishomingo-Mississippi	2	0	0
Tunica-Mississippi	21	1	0
Union-Mississippi	7	1	0
Walthall-Mississippi	18	0	0
Warren-Mississippi	14	0	0
Washington-Mississippi	53	2	0
Wayne-Mississippi	8	0	0
Webster-Mississippi	14	1	0
Wilkinson-Mississippi	45	3	0
Winston-Mississippi	19	0	0
Yalobusha-Mississippi	14	0	0
Yazoo-Mississippi	63	1	0
Adair-Missouri	11	0	0
Andrew-Missouri	1	0	0
Atchison-Missouri	1	0	0
Audrain-Missouri	0	0	0
Barry-Missouri	2	0	0
Barton-Missouri	0	0	0
Bates-Missouri	6	0	0
Benton-Missouri	3	0	0
Bollinger-Missouri	3	0	0
Boone-Missouri	80	1	0
Buchanan-Missouri	20	1	0
Butler-Missouri	13	0	0
Caldwell-Missouri	1	0	0
Callaway-Missouri	20	1	0
Camden-Missouri	26	1	0
Cape Girardeau-Missouri	28	1	0
Carroll-Missouri	0	0	0
Carter-Missouri	3	1	0
Cass-Missouri	37	2	0
Cedar-Missouri	5	0	0
Chariton-Missouri	4	0	0
Christian-Missouri	17	0	0
Clark-Missouri	1	0	0
Clay-Missouri	48	2	0
Clinton-Missouri	11	0	0
Cole-Missouri	36	1	0
Cooper-Missouri	4	0	0
Crawford-Missouri	4	0	0
Dade-Missouri	0	0	0
Dallas-Missouri	2	0	0
Daviess-Missouri	0	0	0
De Kalb-Missouri	0	0	0
Dent-Missouri	0	0	0
Douglas-Missouri	0	0	0
Dunklin-Missouri	14	0	0
Franklin-Missouri	83	3	0
Gasconade-Missouri	2	0	0
Gentry-Missouri	1	0	0
Greene-Missouri	79	8	0
Grundy-Missouri	0	0	0
Harrison-Missouri	6	0	0
Henry-Missouri	4	1	0
Hickory-Missouri	0	0	0
Holt-Missouri	0	0	0
Howard-Missouri	1	0	0
Howell-Missouri	4	0	0
Iron-Missouri	1	0	0
Jackson-Missouri	225	7	0
Jasper-Missouri	18	0	0
Jefferson-Missouri	124	3	0
Johnson-Missouri	37	0	0
Knox-Missouri	0	0	0
Laclede-Missouri	0	0	0
Lafayette-Missouri	28	1	0
Lawrence-Missouri	0	0	0
Lewis-Missouri	0	0	0
Lincoln-Missouri	26	1	0
Linn-Missouri	3	0	0
Livingston-Missouri	1	0	0
McDonald-Missouri	3	0	0
Macon-Missouri	2	0	0
Madison-Missouri	1	0	0
Maries-Missouri	2	0	0
Marion-Missouri	0	0	0
Mercer-Missouri	0	0	0
Miller-Missouri	0	0	0
Mississippi-Missouri	0	0	0
Moniteau-Missouri	4	0	0
Monroe-Missouri	0	0	0
Montgomery-Missouri	6	0	0
Morgan-Missouri	1	0	0
New Madrid-Missouri	8	0	0
Newton-Missouri	8	0	0
Nodaway-Missouri	2	0	0
Oregon-Missouri	1	0	0
Osage-Missouri	4	0	0
Ozark-Missouri	0	0	0
Pemiscot-Missouri	4	0	0
Perry-Missouri	35	0	0
Pettis-Missouri	3	0	0
Phelps-Missouri	1	0	0
Pike-Missouri	6	0	0
Platte-Missouri	25	0	0
Polk-Missouri	1	0	0
Pulaski-Missouri	11	1	0
Putnam-Missouri	0	0	0
Ralls-Missouri	1	0	0
Randolph-Missouri	8	0	0
Ray-Missouri	7	0	0
Reynolds-Missouri	2	0	0
Ripley-Missouri	3	0	0
St Charles-Missouri	0	0	0
St Clair-Missouri	0	0	0
Ste. Genevieve-Missouri	7	1	0
St Francois-Missouri	0	0	0
St Louis-Missouri	0	0	0
Saline-Missouri	22	0	0
Schuyler-Missouri	0	0	0
Scotland-Missouri	3	0	0
Scott-Missouri	15	0	0
Shannon-Missouri	0	0	0
Shelby-Missouri	1	0	0
Stoddard-Missouri	9	0	0
Stone-Missouri	3	0	0
Sullivan-Missouri	0	0	0
Taney-Missouri	7	1	0
Texas-Missouri	0	0	0
Vernon-Missouri	3	0	0
Warren-Missouri	13	0	0
Washington-Missouri	1	0	0
Wayne-Missouri	0	0	0
Webster-Missouri	4	0	0
Worth-Missouri	1	0	0
Wright-Missouri	7	0	0
St Louis City-Missouri	0	0	0
Beaverhead-Montana	1	0	0
Big Horn-Montana	1	0	0
Blaine-Montana	0	0	0
Broadwater-Montana	4	0	0
Carbon-Montana	6	0	0
Carter-Montana	0	0	0
Cascade-Montana	13	0	0
Chouteau-Montana	0	0	0
Custer-Montana	0	0	0
Daniels-Montana	0	0	0
Dawson-Montana	0	0	0
Deer Lodge-Montana	3	0	0
Fallon-Montana	0	0	0
Fergus-Montana	0	0	0
Flathead-Montana	34	0	0
Gallatin-Montana	138	0	0
Garfield-Montana	0	0	0
Glacier-Montana	3	0	0
Golden Valley-Montana	1	0	0
Granite-Montana	0	0	0
Hill-Montana	1	0	0
Jefferson-Montana	2	0	0
Judith Basin-Montana	0	0	0
Lake-Montana	5	0	0
Lewis and Clark-Montana	16	0	0
Liberty-Montana	1	0	0
Lincoln-Montana	7	1	0
McCone-Montana	0	0	0
Madison-Montana	8	1	0
Meagher-Montana	1	0	0
Mineral-Montana	0	0	0
Missoula-Montana	30	1	0
Musselshell-Montana	1	0	0
Park-Montana	7	0	0
Petroleum-Montana	0	0	0
Phillips-Montana	0	0	0
Pondera-Montana	0	0	0
Powder River-Montana	0	0	0
Powell-Montana	0	0	0
Prairie-Montana	0	0	0
Ravalli-Montana	3	0	0
Richland-Montana	3	0	0
Roosevelt-Montana	3	0	0
Rosebud-Montana	0	0	0
Sanders-Montana	0	0	0
Sheridan-Montana	0	0	0
Silver Bow-Montana	11	0	0
Stillwater-Montana	1	0	0
Sweet Grass-Montana	0	0	0
Teton-Montana	0	0	0
Toole-Montana	25	3	0
Treasure-Montana	0	0	0
Valley-Montana	0	0	0
Wheatland-Montana	0	0	0
Wibaux-Montana	0	0	0
Yellowstone-Montana	58	0	0
Yellowstone Nat Park-Montana	0	0	0
Adams-Nebraska	54	0	0
Antelope-Nebraska	1	0	0
Arthur-Nebraska	0	0	0
Banner-Nebraska	0	0	0
Blaine-Nebraska	0	0	0
Boone-Nebraska	0	0	0
Box Butte-Nebraska	1	0	0
Boyd-Nebraska	0	0	0
Brown-Nebraska	0	0	0
Buffalo-Nebraska	35	1	0
Burt-Nebraska	1	0	0
Butler-Nebraska	0	0	0
Cass-Nebraska	3	0	0
Cedar-Nebraska	0	0	0
Chase-Nebraska	0	0	0
Cherry-Nebraska	1	0	0
Cheyenne-Nebraska	3	0	0
Clay-Nebraska	2	0	0
Colfax-Nebraska	4	0	0
Cuming-Nebraska	2	0	0
Custer-Nebraska	13	0	0
Dakota-Nebraska	0	0	0
Dawes-Nebraska	0	0	0
Dawson-Nebraska	12	0	0
Deuel-Nebraska	0	0	0
Dixon-Nebraska	0	0	0
Dodge-Nebraska	9	0	0
Douglas-Nebraska	239	5	0
Dundy-Nebraska	0	0	0
Fillmore-Nebraska	0	0	0
Franklin-Nebraska	2	0	0
Frontier-Nebraska	0	0	0
Furnas-Nebraska	0	0	0
Gage-Nebraska	25	1	0
Garden-Nebraska	0	0	0
Garfield-Nebraska	0	0	0
Gosper-Nebraska	1	0	0
Grant-Nebraska	0	0	0
Greeley-Nebraska	0	0	0
Hall-Nebraska	159	4	0
Hamilton-Nebraska	11	0	0
Harlan-Nebraska	0	0	0
Hayes-Nebraska	0	0	0
Hitchcock-Nebraska	0	0	0
Holt-Nebraska	0	0	0
Hooker-Nebraska	0	0	0
Howard-Nebraska	0	0	0
Jefferson-Nebraska	0	0	0
Johnson-Nebraska	1	0	0
Kearney-Nebraska	3	0	0
Keith-Nebraska	0	0	0
Keya Paha-Nebraska	0	0	0
Kimball-Nebraska	9	0	0
Knox-Nebraska	2	0	0
Lancaster-Nebraska	52	1	0
Lincoln-Nebraska	17	1	0
Logan-Nebraska	0	0	0
Loup-Nebraska	0	0	0
McPherson-Nebraska	0	0	0
Madison-Nebraska	6	2	0
Merrick-Nebraska	2	0	0
